CEC,UPHEC-2,UPHEC-3,UPHEC-4,UPHEC-5,UPHEC-6,UPHEC-7,UPHEC-8,UPHEC-9,HEC-2unif,HEC-5unif,HEC-4unif,HEC-7unif,HEC-8unif,HEC-3unif,HEC-6unif,HEC-9unif,AltUnif-2,AltUnif-3,AltUnif-4,AltUnif-5,AltUnif-6,AltUnif-7,AltUnif-8,AltUnif-9
4.503976516319616e-05,0.0016461276676828919,0.0015410949453781243,0.0015529113562375147,0.0016339773843599256,0.001818302661182337,0.0019785231955334348,0.0021124244356921598,0.002199130380836877,0.0011949502356684888,6.574430999331791e-05,0.0008387409430032878,0.08673491971501057,0.0959907049278073,0.0014364221992369398,0.09297122731880794,0.101504800460738,0.0016461276676828919,0.0013261412445414184,0.0012311172463836746,0.0012837060714464903,0.0014467604673024713,0.0017228373513892424,0.0021535360524615682,0.0022276006990501807
0.0002965835142869904,0.001922149302432025,0.00197492179627262,0.0018588650728965635,0.0018426153744753627,0.0019750249986314806,0.002109491346215894,0.0022266554594241885,0.002309014736201182,0.0015229792801297794,0.00016456423627855067,0.0015569008845653153,0.0581050972902705,0.10106395538039194,0.001177316750062391,0.023622365104730782,0.10150480894939792,0.001922149302432025,0.0021045230936550807,0.00235619614360636,0.0025684984356410933,0.0026614141430300665,0.0025986820351137445,0.0022974481981192134,0.002315446781518911
0.0004183783834787927,0.0019078110215804747,0.0019528149336489895,0.0019326406190956615,0.0019387433333778322,0.0020436235868808773,0.0021415323005157076,0.0022273285405831162,0.0022838661038713,0.0018489184734796521,2.5042703457595748e-05,0.0012110850494016917,0.09639313292108978,0.10108038769787753,0.0032990543813698602,0.023622365104730782,0.10150481903822604,0.0019078110215804747,0.0020487197566825413,0.0023871873583964005,0.002602000857630291,0.0026899321637371488,0.0026271976759063764,0.0023891767229813564,0.002402927877407792
0.0009536429455806597,0.0024772992040773137,0.002333583854637647,0.002194983311870944,0.002170094798250765,0.002269100287740679,0.002357542760117014,0.0024314695173632377,0.0024699922603658017,0.0036528301195133516,1.2992656383504483e-05,0.002092059239340202,0.09626942437399025,0.10108039127553121,0.0021085596430151883,0.0925826973021508,0.10150481430156685,0.0024772992040773137,0.0025007530172244264,0.0028028250857808066,0.0029844230562889266,0.0030440232701698065,0.0029757231105812737,0.0027749231294524343,0.00276498232001712
0.0001039854726801697,0.0022491754692561066,0.001974212864250984,0.0018539743394483579,0.0018747744774338334,0.0020314148503445383,0.002169874843067819,0.002285179869965116,0.002355794018952324,0.0024196638639517767,0.00016456423627855067,0.0013956073423509476,0.09451574751878784,0.10208616809793161,0.002762912979136804,0.10082333361304008,0.10150481649824131,0.0022491754692561066,0.00182563771505984,0.0015838287891119397,0.001588031606920829,0.001740156917806922,0.002033552733271799,0.0024809994052743117,0.0025322262500042767
3.7336318773239253e-05,0.0013611882752735652,0.0014252706215699008,0.0014085463413784087,0.0015068022121153355,0.0016949720704918384,0.0018587522152474342,0.0019965717349189494,0.0020894472320476423,0.0009668619240334106,0.00013185506143654176,0.0014333781223395878,0.0962120160769357,0.09748863545115896,0.0011435972261669516,0.023622365104730786,0.0939807449330688,0.0013611882752735652,0.001287349894221983,0.0011340444824868956,0.001224736772578783,0.0013957139088334085,0.0016577589937053533,0.00204543103904326,0.002127276957541252
5.415054569449887e-05,0.0016770087981312477,0.001536626708265488,0.001538391691086269,0.0016294326886315672,0.001817177552331101,0.00198036773978247,0.0021175904235542363,0.0022088648548111915,0.0009209399669199454,0.06995818281425059,0.0011799269170087512,0.09026117873030204,0.0959585112806411,0.0018860032951378322,0.023622595658803088,0.0939807449330688,0.0016770087981312477,0.0013262657594720233,0.0011918668503594894,0.0012609320177288102,0.0014201347426386606,0.0016766232346982254,0.0020597377343359122,0.0021346562558814002
0.00031929937955945385,0.0019044569646509528,0.0018768704278502896,0.0017889438645753602,0.0018356541369836095,0.0019838826017659966,0.002112535891270633,0.0022210172710323954,0.0022898017128009283,0.0018974120825201218,0.0021833845075314886,0.010923406951541205,0.08994668549019652,0.10106395329942916,0.0009656481774628251,0.023622595658803088,0.1015048141378649,0.0019044569646509528,0.0020089609510651556,0.0023237963271770393,0.0025706403184354034,0.002665552537673576,0.0026156785486099714,0.002379506551834189,0.0024009278280542677
0.00047797356102364293,0.002388819546952262,0.0021795963573980363,0.0020456095875482977,0.0020439518420137257,0.0021701163767958898,0.0022824026234861106,0.002376015764726896,0.002428910157250392,0.0032469622266259966,0.002212823395294582,0.0018752529248597218,0.09560147145231039,0.10208614984577155,0.001571514706588547,0.023622595658803088,0.10150481817501512,0.002388819546952262,0.0021551310119647176,0.0022989394022572755,0.002511320470702254,0.002644554342197397,0.002671379007926328,0.0026676128345711854,0.002686699876872779
0.00023521931161732304,0.0010525229629882312,0.0014137795816423157,0.0015255569609919568,0.0016238231357880238,0.0017801869447013467,0.0019097405199728587,0.002016081611998773,0.0020847031040649327,0.0008595194491869463,0.0004632786197093666,0.0009943995452438255,0.0974057450230075,0.1021011427434596,0.0044527786240836495,0.0971756534377811,0.10150481857281222,0.0010525229629882312,0.0016256342305222438,0.0022185226501428234,0.0025162856319830363,0.0026235153323167786,0.002542360581794889,0.002055704095946586,0.002055466762852964
0.0001040390642210962,0.0029056282114409615,0.0023559960638835213,0.0018572622003433768,0.0018195342037963926,0.0019669483237995276,0.0021186860600232796,0.0022609136679314994,0.0023715567799550323,0.0007725347016807188,0.0012833005872640011,0.0018934509724078579,0.0985545814080989,0.0,0.0020878282850187815,0.023622595658803088,0.0,0.0029056282114409615,0.0022556585361020896,0.0014184431884159794,0.0012635886799180086,0.0013981333456281235,0.0016513228636304573,0.002053920544339656,0.002117757731127801
0.00047167377318418436,0.003227693935460739,0.003138466839181308,0.002832068892976712,0.002515998058198654,0.002392057507890752,0.0024244065264493993,0.002541826172538656,0.0026402483285200423,0.004498091657955774,0.05796246620780687,0.0004474378944722448,0.0,0.0,0.004594547749833931,0.0925731116677351,0.0,0.003227693935460739,0.0033029014598615395,0.0030537105167082277,0.002918188108714587,0.0028451101674184178,0.002788094519247345,0.0028788048277973636,0.002892854902238998
