CEC,UPHEC-2,UPHEC-3,UPHEC-4,HEC-2unif,HEC-8unif,HEC-6unif,HEC-4unif,HEC-3unif,HEC-5unif,HEC-16unif,HEC-11unif,HEC-12unif,HEC-7unif,HEC-25unif,HEC-20unif,HEC-10unif,HEC-9unif,HEC-13unif,HEC-15unif,HEC-19unif,HEC-21unif,HEC-18unif,HEC-14unif,HEC-17unif,HEC-23unif,HEC-30unif,HEC-26unif,HEC-38unif,HEC-29unif,HEC-27unif,HEC-24unif,HEC-22unif,HEC-35unif,HEC-28unif,HEC-34unif,HEC-33unif,HEC-39unif,HEC-40unif,HEC-31unif,HEC-32unif,HEC-37unif,AltUnif-2,AltUnif-3,AltUnif-4
0.00040603328763722267,0.0012531566333347805,0.001444446255881549,0.0015981354319259734,0.0012042096088941937,0.0013257853577838335,0.0011457860260017877,0.001041019968134807,0.0006674938848922969,0.0013132994766186386,0.0026501060617181976,0.0017910897262337845,0.0016080356242450546,0.0013812958099415848,0.001943647994259334,0.0017943195564305069,0.0008901460529790595,0.0011521080383862803,0.0025706450352706058,0.0038266980862568956,0.0020936851006517,0.0036088021514997615,0.001848907638358467,0.0022869570963075033,0.0012946607059912318,0.004438589402006997,0.028761557331509043,0.0025497815404698487,0.005311100084426286,0.008111529750663734,0.0027583629122989507,0.0020226345290499585,0.0033638780983129405,0.007367341048898495,0.004467135741720058,0.004058430455365021,0.01816156808882046,0.008470424730216747,0.023848543228829937,0.028352320031998897,0.010483820875095085,0.02392530070415819,0.0012531566333347805,0.0014440815453514526,0.0015903905234918474
0.00020858696018037612,0.0012211246802142832,0.0016585466811418735,0.001833767274337448,0.001118232037833006,0.0005160529674641326,0.0037377643397082626,0.00021147173342465333,0.00032448817966762887,0.0005985174325532431,0.003687191247522673,0.0017763806752809609,0.0016080356242450546,0.0029759569281547957,0.0029507833481271345,0.0029474951954688486,0.0024724865321774365,0.0026591595150239657,0.0032745136876145145,0.001015741330630504,0.0020936851006517,0.002952311469702593,0.001848907638358467,0.0023633662336712807,0.0013533870723586772,0.0022639127300167457,0.028761557345106523,0.0025497815404698487,0.005916191823348055,0.008524663453232034,0.00561751898814574,0.0017084038708273389,0.003678199102319655,0.007367341048898495,0.004579100978830864,0.020377165622468732,0.01816156808882046,0.008917126972756578,0.02384854322415436,0.02872991890737284,0.010483820875095085,0.023925300696741522,0.0012211246802142832,0.0016585301662292136,0.0018250248185105544
0.0029728739009068266,0.002391897756454165,0.0012748254963272667,0.0010869024310827026,0.0018008784039019933,0.0023857782167200697,0.003910760847145752,0.00994241396237019,0.008295488629131108,0.0072488406721962885,0.0024896047862540036,0.0024382584184878936,0.002661187749090202,0.0033533841822085313,0.001943647994259334,0.0017943195564305069,0.0023155196435907725,0.0028834991931365388,0.0024242114362548147,0.0009327098696693117,0.0020766414241076767,0.003525412157011131,0.002733656814327506,0.0032708932247298003,0.0015301455373863064,0.0022639127300167457,0.02876155737303471,0.0038713784193807705,0.004772702971446417,0.00505265406268092,0.006067610722784816,0.0020226345290499585,0.0035624783356607895,0.007362915103767061,0.0052623879699145205,0.020377165622468732,0.01816156808882046,0.008919064951209569,0.023848543169211284,0.028729919658069304,0.010483820875095085,0.023925300700746936,0.002391897756454165,0.001271185272276022,0.0010813458848019017
0.0030938136892974077,0.002711951960928695,0.0011315285657322802,0.0007652619520433006,0.002550170255322961,0.0024942986750373934,0.003997308693417837,0.011122320064566576,0.009697476240292305,0.00790120097834295,0.0024896047862540036,0.002701389486008966,0.0008587431137617453,0.0034055603363104927,0.003210748503950021,0.0029919421078258407,0.002448496422446728,0.0027049986001665355,0.001389881869980827,0.0023373249749652067,0.004751119650276667,0.00435152620859424,0.001602050509416682,0.001624857851481013,0.00151212035253087,0.003229113814165427,0.028761557408858048,0.0038713784193807705,0.004772702971446417,0.008524663453232034,0.0027583629122989507,0.004082453975463603,0.0036517853289192138,0.007367341048898495,0.004579100978830864,0.004058430455365021,0.01816156808882046,0.008919064951209569,0.023848543224268322,0.028729918451371097,0.010483820875095085,0.023925300690180104,0.002711951960928695,0.0011281572752045125,0.0007609964948199593
0.0036542225593623914,0.0028352486307919493,0.0012641432308809048,0.0009588630554512232,0.002986896338264808,0.0024723776273141407,0.002737221115845485,0.01147775062181294,0.010102941074926283,0.007770619633613197,0.002670479681309788,0.002430283926339432,0.0008731489348611232,0.0022371287063276146,0.002857892829975435,0.0031589219882604,0.0005279796663020375,0.002809105228749945,0.002990845725388296,0.0013262425109416263,0.002484411599590149,0.0049676477047923195,0.0015627245989959261,0.001624857851481013,0.0018809683213215896,0.003575750574923804,0.02876155736849144,0.0025497815404698487,0.004772702971446417,0.008439248105572993,0.005439341248585137,0.0022619423563977484,0.00495754096083711,0.007367341048898495,0.005988155133058203,0.004058430455365021,0.010682217355674848,0.008919064951209569,0.023848542980708883,0.028729920512616115,0.02048119067380882,0.023925300693928214,0.0028352486307919493,0.0012602705779569362,0.000953642649807975
0.000524242369933845,0.0012929315184206898,0.0007335828876025142,0.0006468837078527801,0.0028281567512285087,0.0013659650941550397,0.0019455881278243243,0.005189177647341952,0.005725699860299613,0.004320936525334905,0.0030113629377050075,0.00030157533843738055,0.0021045372399675264,0.001877367035068635,0.0034227581915239084,0.004597583785030888,0.00041288663314855166,0.0017485711524345736,0.00076317662151316,0.0022313632985037977,0.004749666483949879,0.005059459864609937,0.0046839376162235895,0.0005824163506147651,0.0012946607059912318,0.004135624272398954,0.028761557363559995,0.004411981104525948,0.004772702971446417,0.005148469812597907,0.005854547422007229,0.004060731331427952,0.005683383928510554,0.013880991287618338,0.005027353229107687,0.004058430455365021,0.010682217355674848,0.008919064951209569,0.02343883937786073,0.028729919501959317,0.02048119067380882,0.023925300683972903,0.0012929315184206898,0.0007369705843821314,0.0006483229810176519
0.0004912049622139536,0.001138895206769712,0.0005958900436757512,0.0005155379009272987,0.004333422967360265,0.0016052509798301971,0.000643060254224278,0.0035419341141247197,0.004116645225003866,0.003509559669690777,0.0035592005967827927,0.0003871776155138343,0.002578643457275905,0.0006052059921901847,0.003426072620452982,0.0046685778913202825,0.00023710592910855963,0.00014465286030113404,0.0016071692504556689,0.0038507507272088565,0.0029855928001312738,0.005179840520342038,0.005664658395292142,0.001986858851821186,0.0018260308767435026,0.004135624272398954,0.02767748783270133,0.004267457716715799,0.004772702971446417,0.005148469812597907,0.00645642646548425,0.003945947140626637,0.005432700923959829,0.013880991287618338,0.005517894126813336,0.020377165622468732,0.010682217355674848,0.008919064951209569,0.023848544465170377,0.028729919104119768,0.02048119067380882,0.023194059347917628,0.001138895206769712,0.0006094706684983514,0.0005217479962791188
0.00016050373263439376,0.000757249957480768,0.0006210089087720753,0.0006183722689377392,0.001466775050459191,0.0015420566825672475,0.0003254391357878982,0.0007433126042361124,0.0013844461178576454,0.0007245678770621332,0.002560637853059646,0.002689894561690766,0.0022482878301411644,0.00020552722021435313,0.0034028447372920242,0.004699646930766272,0.0023183377908588083,0.0016892855498919443,0.002483658178833557,0.005325902685545791,0.002484411599590149,0.0042102398918945115,0.005783967005004418,0.0017196903349260349,0.0019256252787574325,0.003225937650110167,0.028761557379834424,0.0028640663968522795,0.005916236249633388,0.005713089466328323,0.0024709203267060257,0.002307495384545554,0.0055841783727986335,0.007367341048898495,0.004086108630581299,0.020377165622468732,0.01816156808882046,0.009078016257214808,0.02384854322958888,0.028729920931589725,0.010483820875095085,0.023925300696234813,0.000757249957480768,0.0006202187232769779,0.0006163782608530729
5.140290448225588e-05,0.0005176137652478952,0.0005367896229513842,0.0005921487711280348,0.0010378703440952887,0.0001780655867606267,0.00017701822525837123,0.00022280655753776976,0.0008346667815962859,0.00012346685449668974,0.0033634381736553647,0.0022687747931496908,0.0022244476665562846,0.0004002850799033955,0.003087489006729154,0.004597583785030888,0.002043681721847823,0.00031407913996003064,0.00332988085214133,0.005411288900128887,0.0025416150491420326,0.00435152620859424,0.005680318275732922,0.0023633662336712807,0.004159327526608572,0.0033973057686463724,0.028761557217999004,0.0028640663968522795,0.005916191823348055,0.005713089466328323,0.0024709203267060257,0.0023022635733605393,0.005432700923959829,0.007367341048898495,0.004086108630581299,0.004058430455365021,0.010682217355674848,0.008919064951209569,0.023848543313832148,0.028729920109968513,0.02048119067380882,0.02319405936547762,0.0005176137652478952,0.0005372837028639307,0.0005899865967532704
2.0924459016363335e-05,0.0005154140971216836,0.00040498140584341324,0.00035850330369008993,0.00037176879879286315,0.001462718490952545,0.0012826924645690057,0.0019117242493932186,0.0001749045694951497,0.00019949734437996089,0.0037675450640079653,0.0023867905897764297,0.002074642463115266,0.0015058464684927775,0.0029949244746070064,0.004482904128977118,0.002182074100189809,0.0008705872287613883,0.0031939507253192917,0.0061040750193287995,0.0028016222803486793,0.00435152620859424,0.0046839376162235895,0.0027076471261437488,0.004159327526608572,0.003225937650110167,0.028761557392618844,0.0042538969250466765,0.005916191823348055,0.005148469812597907,0.0024709203267060257,0.0020417026093787144,0.0055117519758558576,0.007362915103767061,0.005517937938708481,0.004058430455365021,0.017554712439075724,0.008919064951209569,0.023438839416428582,0.02872991984875888,0.02048119067380882,0.02319405935706811,0.0005154140971216836,0.0004051497661607565,0.00035777821697535755
