CEC,UPHEC-2,UPHEC-3,UPHEC-4,UPHEC-5,UPHEC-6,UPHEC-7,UPHEC-8,UPHEC-9,HEC-2unif,HEC-3unif,HEC-6unif,HEC-4unif,HEC-8unif,HEC-7unif,HEC-5unif,HEC-10unif,HEC-9unif,HEC-11unif,AltUnif-2,AltUnif-3,AltUnif-4,AltUnif-5,AltUnif-6,AltUnif-7,AltUnif-8,AltUnif-9
3.129821342267637e-11,0.0005068384248371385,0.0005536131876152335,0.0005708705344563119,0.0006577662450358391,0.0006565689824052748,0.0006427632531030122,0.0006151223735106161,0.0006096986483420672,0.005242695818106396,0.004696225289025721,0.0899093633435585,0.06119376512305541,0.06626528660244999,0.1428571591835939,0.0563766927293353,0.10000002102654716,0.11111110688400885,0.09090909715246985,0.0005068384248371385,0.00042337940958394644,0.0004207390917097256,0.0004995268113947665,0.0006015238429828468,0.0007083267128686312,0.0008397383419427505,0.0009305085698483046
2.563858591105465e-07,0.000994997470770714,0.0007999677761578706,0.0006687870063560537,0.000678322757888466,0.0006673533529069798,0.0006513838059775225,0.0006222216571514516,0.0006161133534018735,0.006921612480715577,0.019275164964381416,0.0899093633435585,0.04414732761102555,0.06626528660244999,0.14285715316349917,0.06866777179853331,0.09999997979899639,0.11111111412753084,0.09090907578520226,0.000994997470770714,0.0008427423302316572,0.0005755929757343406,0.0003468435790761733,9.641258396533929e-05,8.77310640806472e-05,0.00010706396316482478,0.0001791751832408319
1.5765979742296752e-06,0.0012359943475465716,0.0006236240218588871,0.0005516525055133518,0.0005583074231595804,0.0005768800708776872,0.0005816917523106544,0.0005714489100350293,0.0005788497838492214,0.036381413789516835,0.012386245310498409,0.08990693912817385,0.044147357068505685,0.06626835873009623,0.14285706948054638,0.04229940292570246,0.1000000036249931,0.11111109895866299,0.0909090951229802,0.0012359943475465716,0.00045193067457573974,0.0003323162462548699,0.00014980316036747587,0.00017829509071026265,0.00024341746812442996,0.00037485257161194084,0.00061031896544978
5.842519140063122e-09,0.0007985239682469985,0.00036007322423410343,0.0004115530324325088,0.000510040419917039,0.000545459676499964,0.000559957010813769,0.0005555332461807084,0.0005658357306455842,0.024475095688454244,0.0017821955520750119,0.08990693912817385,0.056221633695473124,0.06626528660244999,0.14285712627381583,0.050526891674080136,0.10000000738973393,0.1111111079115057,0.09090909453143796,0.0007985239682469985,0.000241907628003765,0.0001348595789919506,4.8945388301755726e-05,3.311949908048413e-05,2.9687348793319618e-05,3.650060765699133e-05,5.903458045872306e-05
3.621236325152186e-08,0.0018543101372219199,0.0019383593777683146,0.0012208380193074687,0.0005920117387778795,0.0003358554821720246,0.0004248219857427783,0.00048238706300321525,0.0005379845108033035,0.003526951387085141,0.017122835710881395,0.10091848764133837,0.07708322667324778,0.0722644826721766,0.14285715034774008,0.05748843528720348,0.09999999853875646,0.11111110924002586,0.09090907697138646,0.0018543101372219199,0.0019940002906486142,0.0012632572226437108,0.0005262817089553786,1.6913424258060763e-05,1.6912130349948727e-05,2.2131757140977022e-05,3.414829729045676e-05
1.4712631698591748e-10,0.0012188403591494588,0.000704872568246698,0.00032476188777829024,0.0004303342139180488,0.000486564278282642,0.0005187710942738729,0.0005296688783743447,0.0005510769680064764,0.14184160375787255,0.017392322786578707,0.0899093633435585,0.056221633695473124,0.06626528660244999,0.14285715717052005,0.04229940292570246,0.09999997908208869,0.11111111697060538,0.09090907870147295,0.0012188403591494588,0.0006582669974424173,8.765137285471988e-05,5.172028937302344e-05,2.6550135711019586e-05,2.3326771110986323e-05,2.8118366476461425e-05,4.689824076451319e-05
0.006892755036051028,0.003347058951852625,0.005571607511215372,0.006974293644583497,0.00716115480873304,0.006568056445140973,0.00533578866074422,0.003497181418313039,0.002518320809040649,0.028002047075539386,0.009266034384973362,0.08990693912817385,0.05009307281161755,0.06626835873009623,0.14285718438028455,0.0525399688012896,0.10000000250536359,0.11111111275630371,0.09090908730486512,0.003347058951852625,0.005739809789560396,0.007290306129865811,0.00799594291243011,0.007057559340157678,0.005165634498250602,0.0004096739354759849,0.0004078079746572398
7.680791124437596e-08,0.0008560095181305705,0.0006312766346573015,0.0005769396688283284,0.0006599405128023054,0.0006589647185168289,0.0006452596134430605,0.000617620349731611,0.0006122917040838219,0.0035915132331901245,0.012375164183242634,0.08990693912817385,0.05009307281161755,0.06626528660244999,0.0,0.050526891674080136,0.09999999769442347,0.11111111558316286,0.09090907658609886,0.0008560095181305705,0.0004981726286484872,0.00023224041254058116,0.00012509498499530702,9.655447016674005e-05,9.687380032210756e-05,0.00012538432285120031,0.00019592831298622716
4.910798599258643e-08,0.0008634365309409456,0.0006734918868784479,0.0005940189264336342,0.000667606494720029,0.000664018780267435,0.0006486831662530535,0.0006199772334038983,0.0006140610039063935,0.01216410322557842,0.001334544470938777,0.0899093633435585,0.056221633695473124,0.06626835873009623,0.0,0.03717950246486358,0.10000001542978386,0.11111111756819377,0.09090914976546279,0.0008634365309409456,0.0005988642253169202,0.00032913888439184874,0.00019962738423346386,0.00020631697313713387,0.00024017222745133842,0.0003145949698029895,0.0004301278063714733
1.7390736630166055e-11,0.0017216990210381854,0.0018948042211587566,0.001213980105185037,0.0005593676013162584,0.000253703894548949,0.0003779769528620225,0.0004560261822083995,0.0005221998422296552,0.024475095688454244,0.10755030633586438,0.08990693912817385,0.031067664821082436,0.06626835873009623,0.0,0.04229940292570246,0.0999999949093134,0.0,0.0909090857048026,0.0017216990210381854,0.0019514245812524485,0.001263223366087305,0.0005261252529820402,7.86674246393537e-06,7.258494262407222e-06,9.506210467067257e-06,1.6629222887880454e-05
