CEC,UPHEC-2,UPHEC-3,UPHEC-4,UPHEC-5,HEC-2unif,HEC-3unif,HEC-4unif,HEC-5unif,AltUnif-3,AltUnif-4,AltUnif-5
0.0023060728285307073,0.0014840566295684307,0.0010844447694051168,0.0008751130975416149,0.0007188386990235554,0.0017321134739245773,0.001297194346450485,0.0011018247423338833,0.0010487750683719113,0.0010951470339663116,0.0009025579517446024,0.0006815011733942438
0.0006054254761794415,0.0008091454410203973,0.0006528489714402011,0.0005770576477231899,0.0005280393553710099,0.0012136103700126262,0.0009003281772029585,0.0006217777939536679,0.0006044979269613774,0.0006515649988990003,0.0005889875304185499,0.0005634891237711803
0.0021858689699849315,0.0014561640714532188,0.0010062871628051574,0.0007988668661274552,0.0006840834479989023,0.002811140196507813,0.0017782346543664719,0.0011465322525324858,0.0008384913741976937,0.0010047103634769354,0.00080503776807214,0.00075839413755529
0.005131390440076952,0.0021701153503951172,0.0012968584484801798,0.0009663752997421281,0.0007938222104651109,0.0044937358538070585,0.0023346104337965464,0.0014015905820515624,0.0010394186052209758,0.0013003190670849397,0.00098649182196209,0.0009054868635103279
0.00010586027313602803,0.00034423121814144004,0.0003768794370351979,0.00037529776556252014,0.0003751988324581376,0.00026223412334364343,0.00038654933094665444,0.00042204562142640265,0.00035697700771250546,0.00037605964780859256,0.0003676764393283762,0.00037751446070576875
0.009130147419709913,0.0025832305797743723,0.0016549118840777815,0.0012310650555679157,0.0009381711681084723,0.0032772163381132834,0.002448480588134732,0.0018916268047524845,0.001641308802808473,0.001672451494403711,0.0012758543764872416,0.000897359313349676
0.009245652779612609,0.0027443653096816466,0.001655262689208123,0.001198498840358732,0.0009274677346347746,0.0037612674707833303,0.002816627772592576,0.0019320378194711343,0.0014443803558830115,0.001667002416487919,0.0012262003613669997,0.0009476590872232252
0.0013620415076208922,0.0010353655215821975,0.0008549280708559666,0.0007328551092974113,0.0006264046419400877,0.0015861940529197178,0.0011584242958999427,0.0010180843748654063,0.0009231311503709524,0.0008596777949240134,0.0007497603892808259,0.0006302456263321457
0.013941794249194289,0.0035008651248212867,0.0018815325183768905,0.0013013586040648908,0.0009873457885747525,0.004211994373478493,0.0029702251809394535,0.001961512691636407,0.001486423529806229,0.001898539954731721,0.0013398646859547878,0.0010078307959011238
0.0044655303368451174,0.001998777823319286,0.0012664600022207657,0.0009573718570000558,0.0007777694997900958,0.002882637751138509,0.0017791135340699986,0.0013077270785600234,0.0010472271092007044,0.0012763142262757782,0.0009798987910406233,0.0008003770923624614
0.0018138040703256483,0.0013332499429165963,0.0009353698321582024,0.0007552015710218351,0.0006517070453191564,0.002415741769306629,0.0013924532214314236,0.0009844248974975212,0.0008088682050640875,0.0009380749755626125,0.0007675067534344774,0.000705206585741124
0.00083273948571825,0.0008759782943459526,0.0007078323614768514,0.0006139163361652614,0.0005467728340379001,0.0012676881202523845,0.0009014681562653288,0.0006692363471783269,0.0006502093837125244,0.0007107347273966272,0.000631297388523929,0.0005695768254145891
0.0008393779021327174,0.000886118948083315,0.0007253335766963394,0.000629298352948897,0.0005579084594636936,0.001146952468896087,0.0009016185194977938,0.0007405731486511124,0.0006727207829893993,0.0007280796777422403,0.000642311505623396,0.0005680661935903944
3.8020191596815994e-05,0.00021010542960012523,0.00025182771790669106,0.0002847526978049927,0.0003114338526435794,0.00030011835566648106,0.00023644663755692896,0.00021081591104897088,0.0003069225252699523,0.00025064595028248077,0.0002883239328911432,0.00034252490044118296
1.3997956711396974e-07,3.14012009842798e-05,5.262853417125983e-05,9.814698480077322e-05,0.0001531696096750717,1.164177206073718e-05,2.2462150651851087e-05,0.0,0.0,4.197097008402058e-05,6.989700949304493e-05,0.0001409096191962967
0.0018940394988847431,0.0014290094081252233,0.0010006233589133367,0.000800213532741896,0.0006785647059048885,0.0022420019822296604,0.0013956128305762142,0.0010569995354718254,0.0008737914663136788,0.001006588309159144,0.0008136085942833135,0.0007031653734116697
0.0013170499887864727,0.001099450488734153,0.0008746909061902,0.0007361925746747965,0.0006311619079542394,0.001536695403152621,0.0012062562159789317,0.0009660643444198236,0.0008503621947812532,0.0008786869427335039,0.0007502563004026293,0.0006341950008285463
0.0009535711692551612,0.0008192876253246556,0.0007476260647496563,0.0006670299475687668,0.0005771075510939193,0.0008535647238809908,0.000991430637532391,0.0008512334028764537,0.0008370094869027104,0.0007496583692908561,0.0006855089170981788,0.0005558612710287221
0.005962143808192606,0.002259903588676828,0.0014396120021744102,0.0010738023014760145,0.0008507760559125838,0.003346966487946139,0.002378186741135067,0.001653390813329957,0.0012539447255802546,0.0014486047644024494,0.00109745147492019,0.000872502051391377
0.0001674955695992106,0.0003706443137236904,0.00042644542562578506,0.0004366185498129732,0.00041071558980186764,0.00030236672639404483,0.00045024795167666133,0.0003911098967662846,0.0005027166636256222,0.0004273899263570629,0.000455186967405415,0.00040183668945185084
0.0013147922572326963,0.0011425640509410758,0.0008590458382247129,0.000712917765614485,0.0006216019756036878,0.0018371190054067839,0.001249466089960683,0.0009498602150880763,0.0007997397889286656,0.0008609565542183956,0.000720158673542058,0.0006532612972455621
